"Organismo","Nome","CAE","Descrição","Setor","Distrito","Concelho","Código
 PME Líder"
"IAPMEI","Madeiramarante - Madeiras e Derivados Lda.",,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados, n.e.","Comércio","Porto                                                       ","Amarante","L23-03949BCP"
"IAPMEI","Madeiras Custódio & Filhos, Lda.",,"Exploração florestal","Agricultura e Pescas","Santarém                                                    ","Chamusca","L23-03083CGD"
"IAPMEI","Madeiras do Vale da Catarina - Indústria e Serração de Madeiras, S.A.",,"Serração de madeira","Indústria","Leiria                                                      ","Leiria","L23-00568BCP"
"IAPMEI","Madeivouga - Madeiras, S.A.",,"Comércio por grosso de madeira em bruto e de produtos derivados","Comércio","Aveiro                                                      ","Aveiro","L23-01843BST"
"IAPMEI","Mademármores - Sociedade de Mármores e Granitos, Lda.",,"Fabricação de artigos de granito e de rochas, n.e.","Indústria","Ilha da Madeira                                             ","Funchal","L23-08963BCP"
"IAPMEI","Madibeiras, Sociedade de Madeiras, Unip., Lda.",,"Exploração florestal","Agricultura e Pescas","Coimbra                                                     ","Arganil","L23-07690BST"
"IAPMEI","Madilagos, Unip., Lda.",,"Comércio por grosso de madeira em bruto e de produtos derivados","Comércio","Faro                                                        ","Lagos","L23-07427NB "
"IAPMEI","Madimorais - Madeiras e Derivados, Lda.",,"Comércio por grosso de madeira em bruto e de produtos derivados","Comércio","Porto                                                       ","Paços de Ferreira","L23-10388BIC"
"IAPMEI","Mafep - Material Anti-Fogo e Protecção, Lda.",,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados, n.e.","Comércio","Lisboa                                                      ","Sintra","L23-02931CGD"
"IAPMEI","Mafrigessos - Materiais de Construção, Lda.",,"Comércio por grosso de materiais de construção (excepto madeira) e equipamento sanitário","Comércio","Lisboa                                                      ","Mafra","L23-11430MG "
"IAPMEI","Mafrimáquinas II – Terraplanagens e Construção Civil, Unip., Lda.",,"Preparação dos locais de construção","Construção e Imobiliário","Lisboa                                                      ","Mafra","L23-01092NB "
"IAPMEI","Magal - Sistemas de Bombeamento, Lda.",,"Comércio por grosso de outras máquinas e equipamentos","Comércio","Leiria                                                      ","Pombal","L23-02454CGD"
"IAPMEI","Magevi - Fabricante de Cablagens, Unip., Lda.",,"Fabricação de outro equipamento eléctrico","Indústria","Porto                                                       ","Gondomar","L23-00507BCP"
"TP","Magiamesa, Unip., Lda.",,"Restaurantes tipo tradicional","Turismo","Ilha da Madeira                                             ","Funchal","L23-01204NB "
"TP","Magickea, Unip., Lda.",,"Restaurantes, n.e. (inclui actividades de restauração em meios móveis)","Turismo","Faro                                                        ","Loulé","L23-11577BKI"
"IAPMEI","Magofarma - Comércio de Produtos Farmacêuticos, Lda.",,"Comércio a retalho de produtos farmacêuticos, em estabelecimentos especializados","Comércio","Lisboa                                                      ","Lisboa","L23-01137NB "
"IAPMEI","Magycal Interactive, Lda.",,"Actividades de consultoria em informática","Serviços","Setúbal                                                     ","Almada","L23-11561MG "
"IAPMEI","Maia Ferreira, Lda.",,"Fabricação de mobiliário de madeira para outros fins","Indústria","Porto                                                       ","Paços de Ferreira","L23-04335BCP"
"IAPMEI","Maiaplás - Plásticos Técnicos, Lda.",,"Comércio por grosso de materiais de construção (excepto madeira) e equipamento sanitário","Comércio","Porto                                                       ","Matosinhos","L23-06835BST"
"IAPMEI","Maias - Engenharia e Construção, Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Braga                                                       ","Vila Nova de Famalicão","L23-06488BCP"
"IAPMEI","Maiseficaz - Sistemas de Informação, Lda.",,"Actividades de consultoria em informática","Serviços","Lisboa                                                      ","Lisboa","L23-09364BST"
"TP","Majestic Café, Lda.",,"Cafés","Turismo","Porto                                                       ","Porto","L23-11368NB "
"IAPMEI","Make the Shift, Lda.",,"Outras actividades de consultoria para os negócios e a gestão","Serviços","Lisboa                                                      ","Oeiras","L23-10745CGD"
"IAPMEI","Makereferência, Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Lisboa                                                      ","Lisboa","L23-06289BPI"
"TP","Makgeitos - Restauração Rápida, S.A.",,"Restaurantes tipo tradicional","Turismo","Faro                                                        ","Olhão","L23-04520BKI"
"IAPMEI","Malhas Vestlã, Lda.",,"Fabricação de tecidos de malha","Indústria","Porto                                                       ","Marco de Canaveses","L23-10145BPI"
"IAPMEI","Malhinhas - Indústria de Malhas, Lda.",,"Fabricação de outro vestuário de malha","Indústria","Braga                                                       ","Barcelos","L23-03675CGD"
"IAPMEI","Mania das Pinturas, Lda.",,"Comércio a retalho de tintas, vernizes e produtos similares, em estabelecimentos especializados","Comércio","Lisboa                                                      ","Lisboa","L23-11589BCP"
"IAPMEI","Manjarlima, Lda.",,"Panificação ","Indústria","Lisboa                                                      ","Sobral de Monte Agraço","L23-08485CGD"
"TP","Manjeet & Kulwant, Lda.",,"Restaurantes típicos","Turismo","Lisboa                                                      ","Sintra","L23-04369BCP"
"IAPMEI","Manuel & Pedro - Reparação e Venda de Veículos Automóveis, Lda.",,"Manutenção e reparação de veículos automóveis","Comércio","Porto                                                       ","Vila Nova de Gaia","L23-06869CGD"
"IAPMEI","Manuel Almeida - Máquinas e Ferragens, Lda.",,"Comércio a retalho de ferragens e de vidro plano, em estabelecimentos especializados","Comércio","Porto                                                       ","Trofa","L23-03738BST"
"IAPMEI","Manuel António da Silva Almeida, Lda.",,"Fabricação de mobiliário de cozinha","Indústria","Aveiro                                                      ","Estarreja","L23-08912BCP"
"IAPMEI","Manuel Barreto Madeiras, S.A.",,"Comércio por grosso de madeira em bruto e de produtos derivados","Comércio","Leiria                                                      ","CaLda.s da Rainha","L23-04607BCP"
"TP","Manuel Capelinha - Restaurantes, Lda.",,"Restaurantes tipo tradicional","Turismo","Ilha da Madeira                                             ","Funchal","L23-06563BST"
"IAPMEI","Manuel Carlos Silva Pereira & Filhos, Lda.",,"Panificação ","Indústria","Santarém                                                    ","Abrantes","L23-05406CGD"
"TP","Manuel Castanheira Martinez, Lda.",,"Restaurantes tipo tradicional","Turismo","Lisboa                                                      ","Lisboa","L23-11392BCP"
"IAPMEI","Manuel da Conceição Antunes - Construções e Obras Públicas, S.A.",,"Construção de outras obras de engenharia civil, n.e.","Construção e Imobiliário","Leiria                                                      ","Leiria","L23-03956BPI"
"IAPMEI","Manuel da Costa Gomes & Ca, Lda.",,"Fabricação de outras obras de carpintaria para a construção","Indústria","Braga                                                       ","Barcelos","L23-07460BST"
"IAPMEI","Manuel de Castro & Filhos, Lda.",,"Serração de madeira","Indústria","Viseu                                                       ","Viseu","L23-01855BPI"
"IAPMEI","Manuel Dias Resende Leite, Lda.",,"Olaria de barro","Indústria","Aveiro                                                      ","Santa Maria da Feira","L23-01629BST"
"IAPMEI","Manuel F. Miranda & Manuel S. Miranda, Lda.",,"Comércio a retalho de relógios e de artigos de ourivesaria e joalharia, em estabelecimentos especializados","Comércio","Lisboa                                                      ","Amadora","L23-10552BPI"
"TP","Manuel Furtado Silva, Lda.",,"Aluguer de veículos automóveis ligeiros","Turismo","Ilha do Faial                                               ","Horta","L23-06597CGD"
"IAPMEI","Manuel Gomes Nunes & Filhos, Lda.",,"Preparação dos locais de construção","Construção e Imobiliário","Évora                                                       ","Redondo","L23-02075CAM"
"IAPMEI","Manuel Guerra - Indústria de Cunhos-Cortantes, Lda.",,"Fabricação de aparelhos e equipamentos para comunicações","Indústria","Porto                                                       ","Vila Nova de Gaia","L23-10448NB "
"TP","Manuel Honório Ferreira de Sousa & Filhos - Investimentos e Explorações Turísticas, Lda.",,"Hotéis sem restaurante","Turismo","Ilha da Madeira                                             ","Funchal","L23-11568BST"
"IAPMEI","Manuel José Pereira & Filhos, Lda.",,"Fabricação de outras obras de carpintaria para a construção","Indústria","Braga                                                       ","Vieira do Minho","L23-02564BPI"
"IAPMEI","Manuel Maria José, Lda.",,"Comércio a retalho de outros produtos novos, em estabelecimentos especializados, n.e.","Comércio","Beja                                                        ","Odemira","L23-09960BPI"
"IAPMEI","Manuel Marques da Silva & Filhos, Lda.",,"Exploração florestal","Agricultura e Pescas","Coimbra                                                     ","Miranda do Corvo","L23-03392CGD"
